WORD,MEANING,GradeoA,AoArating
bore,tube's inside diameter,14,3.9249718750000007
borne,carried,10,3.9249718750000007
blanket,to cover,2,3.925336363636364
blanket,generally applicable,12,3.925336363636364
blankets,bedclothes,2,3.925336363636364
spider,spinning animal,2,3.936229696969697
spider,iron frying pan,12,3.936229696969697
airplane,flying machine,2,3.94
underwear,worn under clothes,2,3.94
dinner,the evening or noon meal,2,3.9439000000000006
dinner,a full-dress meal,6,3.9439000000000006
that,"not this, the other",2,3.9475815625
that,who,6,3.9475815625
that,singular of those,8,3.9475815625
that,when,8,3.9475815625
sweet,has the taste of sugar,2,3.949021666666667
sweet,not spoiled or sour,2,3.949021666666667
sweet,pleasant-sounding,4,3.949021666666667
sweet,"gentle, kind",6,3.949021666666667
sweet,agreeable,10,3.949021666666667
sweets,candy,2,3.949021666666667
bedtime,time for bed,2,3.95
shorts,summer parks,2,3.95
shorts,men's underwear,6,3.95
now,at this time,2,3.9502140322580646
ketchup,tomato sauce,2,3.954157575757576
quiet,without sound,2,3.958759696969697
quiet,not moving,6,3.958759696969697
quiet,modest,8,3.958759696969697
least,the smallest,6,3.9664
less,a smaller amount,2,3.9664
less,minus,6,3.9664
less,without,6,3.9664
lesser,smaller,6,3.9664
little,a small amount,2,3.9664
little,small,2,3.9664
little,petty and mean,13,3.9664
rock,a stone,2,3.968950000000001
rock,moving in special chair,4,3.968950000000001
rock,move back and forth,8,3.968950000000001
rock,kind of music,8,3.968950000000001
rock,to cause to shake,10,3.968950000000001
rain,falling water,2,3.9694500000000006
pillow,support for the head,2,3.97040101010101
rabbit,small animal,2,3.9768707070707072
count,sum reached by numbering,2,3.9774270833333336
count,tell how many,2,3.9774270833333336
count,to say numbers in order,2,3.9774270833333336
count,a noble title,6,3.9774270833333336
count,to include,6,3.9774270833333336
count,be of value,8,3.9774270833333336
count,to consider,12,3.9774270833333336
jelly,"a sweet, sticky food",2,3.980503030303031
bean,a vegetable,2,3.9814765625
bean,head,8,3.9814765625
beans,vegetable,2,3.9814765625
beans,the smallest amount,10,3.9814765625
walk,go by foot,2,3.9826718750000003
walk,a strip of pavement,4,3.9826718750000003
walk,a path for walking,4,3.9826718750000003
walk,on first base by balls,6,3.9826718750000003
zero,a very low point,4,3.983568181818182
zero,nothing,4,3.983568181818182
zero,the point where counting begins,4,3.983568181818182
grass,green lawn growth,2,3.98555376344086
nice,has fine manners,2,3.9867466666666664
nice,pleasant,2,3.9867466666666664
nice,"proper, suitable",12,3.9867466666666664
nice,"precise, exact",12,3.9867466666666664
nice,"very fine, subtle",13,3.9867466666666664
why,the reason that,2,3.986965
why,for what reason?,4,3.986965
why,word of surprise,8,3.986965
fingernail,nail on finger,2,4.0
rainy,has much falling water,2,4.0
so,1,2,4.00008
so,very,4,4.00008
so,for that reason,4,4.00008
so,thus,8,4.00008
coat,an animal's fur,2,4.001
coat,article of clothing,2,4.001
coat,to spread over,6,4.001
coat,a layer of paint,6,4.001
grandmother,parent's mother,2,4.0046
bee,honey-making insect,2,4.007047083333333
bee,play-work party,14,4.007047083333333
yell,to shout,2,4.008703125
yell,"strong, loud cry",2,4.008703125
yell,school cheer,6,4.008703125
noodle,food,2,4.009539393939393
noodle,the head,8,4.009539393939393
noodles,,2,4.009539393939393
tens,6 in 1967,4,4.009622741935484
but,except,2,4.0126346875
but,yet,4,4.0126346875
but,nevertheless,6,4.0126346875
but,only,6,4.0126346875
but,on the other hand,8,4.0126346875
said,spoken,2,4.019379791666666
said,talked about,2,4.019379791666666
said,mentioned,12,4.019379791666666
say,to tell or speak,2,4.019379791666666
say,right to decide,6,4.019379791666666
saying,speaking words,2,4.019379791666666
saying,wise statement,6,4.019379791666666
of,because of,2,4.0206053125
of,from,4,4.0206053125
of,away from,4,4.0206053125
of,which contains,12,4.0206053125
out,not burning,2,4.028419375
out,three strikes,2,4.028419375
out,off,2,4.028419375
out,toward the outside,2,4.028419375
out,not in,2,4.028419375
out,into the open air,4,4.028419375
out,into the open,4,4.028419375
out,not at home,4,4.028419375
out,old-fashioned,8,4.028419375
out,excuse,8,4.028419375
outs,those not in office,12,4.028419375
thirstier,needs water more,2,4.02955
thirsty,dry from lack of water,2,4.02955
floor,the bottom,2,4.0300400000000005
floor,bottom of room,2,4.0300400000000005
floor,one story of building,4,4.0300400000000005
floor,the right to speak,8,4.0300400000000005
floor,to knock down,8,4.0300400000000005
floor,to puzzle,12,4.0300400000000005
home,where you live,2,4.031331041666667
home,an institution,4,4.031331041666667
home,the goal,4,4.031331041666667
dirt,"loose earth, soil",2,4.040016129032259
dirt,dust or mud,4,4.040016129032259
dirt,gossip,12,4.040016129032259
fork,an eating tool,2,4.040786458333334
fork,where road divides,6,4.040786458333334
fork,to divide in two,10,4.040786458333334
came,did come,2,4.043871458333332
come,get closer,2,4.043871458333332
come,"arrive, get here",4,4.043871458333332
coming,walking this way,2,4.043871458333332
coming,about to get here,4,4.043871458333332
bus,an automobile,2,4.043935483870968
bus,big car with rows of seats,2,4.043935483870968
buses,cars with rows of seats,2,4.043935483870968
buss,noisy kiss,14,4.043935483870968
ran,"the past of ""run""",2,4.0442656249999995
run,flow,2,4.0442656249999995
run,to operate,2,4.0442656249999995
run,go fast on foot,2,4.0442656249999995
run,baseball word,4,4.0442656249999995
run,routine trip,6,4.0442656249999995
run,be a candidate,6,4.0442656249999995
run,broken thread in stocking,6,4.0442656249999995
run,drive or manage,8,4.0442656249999995
run,manage a business,8,4.0442656249999995
run,free use,10,4.0442656249999995
run,herd of animals,12,4.0442656249999995
run,an enclosed place for animals,12,4.0442656249999995
run,to have published,12,4.0442656249999995
run,sudden demand,12,4.0442656249999995
run,the average kind,13,4.0442656249999995
run,a brook,13,4.0442656249999995
running,moving fast,2,4.0442656249999995
running,up for election,6,4.0442656249999995
running,continuous,8,4.0442656249999995
running,dripping,12,4.0442656249999995
runs,washes out,12,4.0442656249999995
fox,an animal fur,2,4.0451875
fox,dog-like animal,2,4.0451875
fox,outsmart,6,4.0451875
fox,clever person,8,4.0451875
not,meaning no,2,4.049064032258064
not,the opposite,12,4.049064032258064
haircut,hair trim,2,4.05
preschool,before school,8,4.05
tricycle,a three-wheeler,2,4.05
pizza,Italian food,2,4.058260606060606
schoolteacher,teaches school,4,4.06
stickier,sticks better,2,4.06
stickier,insists on trifles,12,4.06
stickiest,the most like glue,4,4.06
sticky,holds together,2,4.06
sticky,hot and damp,4,4.06
sticky,covered with glue,4,4.06
aunt,parent's sister,2,4.06298064516129
aunt,uncle's wife,2,4.06298064516129
pea,a round green vegetable,2,4.068703125000001
peas,small green vegetables,2,4.068703125000001
sneeze,to blow air through nose,2,4.0720390625
they,he and she,2,4.0738590625
they,those just named,6,4.0738590625
sick,feels bad,2,4.075495833333334
sick,abnormal,6,4.075495833333334
sick,disgusted,6,4.075495833333334
as,when,2,4.0757734375000005
as,while,2,4.0757734375000005
as,at the same time,4,4.0757734375000005
as,"for the reason, that",4,4.0757734375000005
as,the way,4,4.0757734375000005
as,in the job of,6,4.0757734375000005
as,for example,8,4.0757734375000005
want,a need or wish,4,4.0816308333333335
want,"to need, wish for",4,4.0816308333333335
wanting,lacking,8,4.0816308333333335
rainbow,colored circle in sky,2,4.083537373737373
thumb,finger,4,4.086926041666667
thumb,signal for ride,6,4.086926041666667
thumb,part of a mitten,6,4.086926041666667
thumb,flip pages,10,4.086926041666667
thumb,to handle,12,4.086926041666667
pig,a hog,2,4.090077083333333
pig,"dirty, greedy person",6,4.090077083333333
pig,mold for iron,10,4.090077083333333
pig,small bar of metal,12,4.090077083333333
white,part of egg,2,4.0941416129032255
white,snow-colored,2,4.0941416129032255
white,light-skinned race,8,4.0941416129032255
white,light colored,8,4.0941416129032255
white,"pure, innocent",10,4.0941416129032255
more,in a bigger amount,2,4.0945599999999995
first,ahead of second,2,4.094931896551724
first,ahead of all the others,2,4.094931896551724
gave,was giving,2,4.096547083333333
give,to supply  things,2,4.096547083333333
give,to hand over,2,4.096547083333333
give,a movement under pressure,6,4.096547083333333
give,yield to pressure,6,4.096547083333333
given,agreed upon,12,4.096547083333333
given,stated or fixed,12,4.096547083333333
giving,making a present,4,4.096547083333333
juice,liquid from fruit,2,4.09940625
juice,electricity,8,4.09940625
pie,a baked dessert,2,4.100741935483871
pie,an easy task,12,4.100741935483871
nine,9,2,4.105061041666667
nine,a baseball team,8,4.105061041666667
bumblebee,a stinging insect,2,4.11
cupcake,a muffin-sized cake,4,4.11
read,to learn what printed words mean,2,4.11
read,understood the writing,2,4.11
reading,going through a book,2,4.11
reading,making out words,2,4.11
reading,printed materials,4,4.11
reading,record shown by instrument,10,4.11
reading,a public recital,12,4.11
refrigerator,keeps food cold,2,4.11
soft,not hard,2,4.117698172043011
soft,"smooth, pleasing to touch",2,4.117698172043011
soft,calm or gentle,6,4.117698172043011
soft,"weak, unmanly",8,4.117698172043011
soft,c in face,8,4.117698172043011
bite,sink teeth in,2,4.1207416666666665
bite,to irritate the tonge,6,4.1207416666666665
bite,request for money,12,4.1207416666666665
biting,irritating,10,4.1207416666666665
bitten,cut with teeth,4,4.1207416666666665
brush,used for scrubbing,2,4.1225853125
brush,tangle of bushes,4,4.1225853125
brush,to touch lightly,6,4.1225853125
brush,minor quarrel,13,4.1225853125
brush,part of motor,14,4.1225853125
brushes,painting tools,4,4.1225853125
sang,made music,2,4.12433078125
sing,give a song,2,4.12433078125
sing,tell a secret,12,4.12433078125
sung,the past of sing,4,4.12433078125
number,to count,2,4.130839393939394
number,a piece of music,2,4.130839393939394
number,how many ,2,4.130839393939394
number,the total,2,4.130839393939394
number,"1, 2, 3, etc.",2,4.130839393939394
number,mark with figures,6,4.130839393939394
number,quite a few,6,4.130839393939394
number,issue of magazine,12,4.130839393939394
number,singular or plural,12,4.130839393939394
numbers,many,2,4.130839393939394
fruit,sweet or sour food,2,4.130983333333333
fruit,"like apples, oranges, etc.",2,4.130983333333333
fruit,the eatable part of a plant,6,4.130983333333333
fruit,profit,12,4.130983333333333
fruits,the results,12,4.130983333333333
monkey,small ape,2,4.133285757575758
monkey,fool with,6,4.133285757575758
monster,a horrible creature,2,4.13460606060606
monster,huge in size,4,4.13460606060606
by,beside,2,4.1350834375000005
by,through the means of,4,4.1350834375000005
by,at,4,4.1350834375000005
by,past,6,4.1350834375000005
by,not later than,6,4.1350834375000005
by,according to,12,4.1350834375000005
paper,to cover the walls,2,4.135364772727272
paper,publishes the news,2,4.135364772727272
paper,stuff you write on,2,4.135364772727272
paper,a special article,6,4.135364772727272
paper,a document,6,4.135364772727272
paper,a package,10,4.135364772727272
papers,identification,6,4.135364772727272
pink,pale red,2,4.136903958333334
pink,in fine condition,10,4.136903958333334
pink,to cut holes in a pattern,12,4.136903958333334
pink,edge with points,12,4.136903958333334
pink,a flower,13,4.136903958333334
pink,mild radical,14,4.136903958333334
sandbox,sand in a box,2,4.14
had,used to have,2,4.149603333333332
has,owns,2,4.149603333333332
hast,have,8,4.149603333333332
hath,has,8,4.149603333333332
have,to own,2,4.149603333333332
have,a well-to-do person,12,4.149603333333332
having,being owner of,2,4.149603333333332
stairway,set of steps,4,4.15
star,a bright point in the sky,2,4.1549000000000005
star,the main performer,4,4.1549000000000005
star,an asterisk,10,4.1549000000000005
starred,marked with an asterisk,12,4.1549000000000005
starred,marked with stars,12,4.1549000000000005
eldest,first-born,6,4.154953763440861
old,out of date,2,4.154953763440861
old,not new,2,4.154953763440861
old,of age,2,4.154953763440861
old,has lived long,2,4.154953763440861
pet,favorite,2,4.158516091954024
pet,animal kept for company,2,4.158516091954024
pet,to stroke,4,4.158516091954024
pet,to make love,8,4.158516091954024
petted,stroked,2,4.158516091954024
shoelace,string for fastening,2,4.16
princess,a king's daughter,2,4.164027777777777
or,word used to show choice,4,4.1688803125
or,in other words,6,4.1688803125
popcorn,puffed-out corn,2,4.17
washcloth,a rag to wash with,2,4.17
yucky,,2,4.17
air,what you breathe,2,4.178048125
air,to ventilate,4,4.178048125
air,to mention publicly,10,4.178048125
air,a look or manner,12,4.178048125
air,to broadcast,12,4.178048125
sheep,wooly animal,2,4.180786774193549
son,"a child of his land, etc.",2,4.182748541666666
son,a male child,2,4.182748541666666
sons,a nation's future males,6,4.182748541666666
shirt,clothing,2,4.185099999999999
with,on side of,2,4.186579375
with,by using,4,4.186579375
with,in the company of,4,4.186579375
with,in addition,8,4.186579375
dig,turn up ground,2,4.187323655913978
dig,to understand,8,4.187323655913978
dig,slighting remark,10,4.187323655913978
dig,study hard,10,4.187323655913978
digging,turning up ground,2,4.187323655913978
digs,living quarters,13,4.187323655913978
dug,spaded the ground,4,4.187323655913978
belly,part of body,2,4.187409090909091
pencil,a writing tool,2,4.190502020202021
smell,a stink,2,4.19105171875
smell,to sniff,2,4.19105171875
smell,to catch traces of,4,4.19105171875
smell,an odor,4,4.19105171875
smell,to sense,4,4.19105171875
smelt,melt ore,6,4.19105171875
smelt,melt away,12,4.19105171875
smelt,small fish,13,4.19105171875
hit,to strike or slap,2,4.202716129032258
hit,shot that reaches target,2,4.202716129032258
hit,struck by storm,2,4.202716129032258
hit,a success,6,4.202716129032258
hit,a successful play,6,4.202716129032258
hit,to find or come across,10,4.202716129032258
hit,to score a base,10,4.202716129032258
hit,to criticize sharply,12,4.202716129032258
lamb,a baby sheep,2,4.205451041666667
lamb,gentle person,6,4.205451041666667
look,try to see,2,4.208654843750001
look,to appear,6,4.208654843750001
looks,appearance,4,4.208654843750001
strawberry,a small red fruit,2,4.21
draw,make a picture,2,4.2120975000000005
draw,pull out,4,4.2120975000000005
draw,a tied score,6,4.2120975000000005
draw,to attract,6,4.2120975000000005
draw,to take out,6,4.2120975000000005
draw,to pull,10,4.2120975000000005
draw,a valley,12,4.2120975000000005
draw,to write out,12,4.2120975000000005
draw,to come close,12,4.2120975000000005
draw,let draft through,12,4.2120975000000005
draw,"to get, receive",12,4.2120975000000005
drawn,"wrinkled, puckered",12,4.2120975000000005
drawn,dragged,12,4.2120975000000005
draws,gets air,8,4.2120975000000005
end,limit,2,4.212405833333334
end,the edge,2,4.212405833333334
end,the last part,2,4.212405833333334
end,to finish,2,4.212405833333334
end,the result,6,4.212405833333334
end,football position,8,4.212405833333334
end,purpose,12,4.212405833333334
ends,odd pieces,6,4.212405833333334
child,young boy or girl,2,4.214006875
children,young girls and boys,2,4.214006875
clean,not dirty,2,4.219206458333333
clean,pure,4,4.219206458333333
clean,free from dirt,4,4.219206458333333
clean,entirely,8,4.219206458333333
clean,legally innocent,8,4.219206458333333
clean,straight and direct,12,4.219206458333333
stairs,steps,2,4.22
watermelon,large sweet fruit,4,4.22
spill,drop accidentally,2,4.2203347311827955
spill,pour out accidentally,4,4.2203347311827955
spill,a tumble,4,4.2203347311827955
spill,falling off,6,4.2203347311827955
spilt,spilled,14,4.2203347311827955
like,to be fond of,2,4.226994032258064
like,about the same as,6,4.226994032258064
like,similar things,8,4.226994032258064
liking,a taste for,4,4.226994032258064
chew,grind with teeth,2,4.2292517187500005
chew,a piece of tobacco,8,4.2292517187500005
tickle,make laugh,2,4.2314717171717176
tickle,to amuse,6,4.2314717171717176
tickle,to make tingle,8,4.2314717171717176
dress,clothes,2,4.234387327586207
dress,woman's clothing,2,4.234387327586207
dress,to put clothes on,2,4.234387327586207
dress,formal clothes,6,4.234387327586207
dress,care for wound,8,4.234387327586207
dress,straighten ranks,10,4.234387327586207
seesaw,up and down,2,4.2344
school,university division,2,4.241165625000001
school,learning place,2,4.241165625000001
school,to instruct,4,4.241165625000001
school,large group of fish,6,4.241165625000001
school,followers of great teacher,10,4.241165625000001
music,tunes and songs,2,4.241474747474748
back,part of body,2,4.242501505376344
back,book cover,2,4.242501505376344
back,in the past,2,4.242501505376344
back,hind part of anything,2,4.242501505376344
back,go the other way,4,4.242501505376344
back,around behind,4,4.242501505376344
back,football player,6,4.242501505376344
back,support financially,8,4.242501505376344
back,in return,8,4.242501505376344
back,overdue,10,4.242501505376344
back,be for a plan,12,4.242501505376344
backing,help,10,4.242501505376344
knee,part of trousers leg,2,4.252828735632184
knee,leg joint,2,4.252828735632184
cloud,make unclear,2,4.257316666666667
cloud,floating smoke or dust,2,4.257316666666667
cloud,tiny water drops in air,2,4.257316666666667
cloud,to become gloomy,4,4.257316666666667
cloud,to darken,6,4.257316666666667
cloud,a swarm,12,4.257316666666667
hear,listen through ears,2,4.257829139784946
hear,to learn through the ears,4,4.257829139784946
heard,got the news,2,4.257829139784946
heard, learned through ears,2,4.257829139784946
bicycle,a two-wheeler,2,4.26
pancake,thin flat cake,2,4.26
pancake,kind of makeup,12,4.26
scary,makes you afraid,2,4.26
tried,did try,2,4.26382703125
tried,worked at doing better,4,4.26382703125
try,work at doing better,2,4.26382703125
try,make effort,4,4.26382703125
try,test something,4,4.26382703125
try,"examine, judge",6,4.26382703125
try,place on trial,10,4.26382703125
try,"to annoy, irritate",12,4.26382703125
trying,hard to bear,6,4.26382703125
sugar,stuff for sweetening,2,4.26699494949495
sugar,flattery,8,4.26699494949495
pajamas,sleeping clothes,2,4.27
noise,loud sound,2,4.2734084375000005
key,opens door,2,4.2748046875
key,music term,4,4.2748046875
key,gives the answer,6,4.2748046875
key,set the tone,6,4.2748046875
key,important,8,4.2748046875
key,thing that explains,12,4.2748046875
key,a low island or reef,12,4.2748046875
keys,"piano, typewriter controls",2,4.2748046875
picture,make a drawing,2,4.2767819696969696
picture,a movie,4,4.2767819696969696
picture,to imagine,10,4.2767819696969696
playground,area for childre's games,2,4.28
sidewalk,pavement for walkers,2,4.28
bow-wow,sound of dog,2,4.29
fish,to try to catch fish,2,4.291244252873564
fish,a water animal,2,4.291244252873564
fish,to pry for answers,8,4.291244252873564
fish,search for,8,4.291244252873564
pence,foreign pennies,8,4.2966999999999995
penny,a one-cent coin,2,4.2966999999999995
tail,one side of a coin,4,4.301463541666667
tail,the end part,4,4.301463541666667
tail,animal's hind part,4,4.301463541666667
tail,to lag behind,6,4.301463541666667
tail,to follow closely,6,4.301463541666667
tail,join end to end,12,4.301463541666667
tails,one side of a coin,4,4.301463541666667
tails,evening dress,12,4.301463541666667
cheese,food made from milk,2,4.304435416666666
cheese,important person,10,4.304435416666666
fall,autumn,2,4.306847916666666
fall,to tumble,2,4.306847916666666
fall,to come down,2,4.306847916666666
fall,"to droop, hang down",4,4.306847916666666
fall,to get lower,4,4.306847916666666
fall,ruin and defeat,8,4.306847916666666
fall,to surrender,10,4.306847916666666
fall,to get involved,12,4.306847916666666
fall,take place,12,4.306847916666666
fall,to die in battle,12,4.306847916666666
fallen,dropped,2,4.306847916666666
fallen,ruined,12,4.306847916666666
fallen, killed in battle,13,4.306847916666666
falls,a waterfall,4,4.306847916666666
fell,dropped down,2,4.306847916666666
fell,to cut down,8,4.306847916666666
fell,animal's skin,13,4.306847916666666
fell,deadly,14,4.306847916666666
wall,side of building,2,4.307548387096775
wall,the side of a room,2,4.307548387096775
wall,stone fence,2,4.307548387096775
tired,having no pep,2,4.307855
uncle,father's brother,2,4.308028282828283
uncle,aunt's husband,2,4.308028282828283
plate,cover with metal,2,4.3130114583333325
plate,dish to eat from,2,4.3130114583333325
plate,false teeth,4,4.3130114583333325
plate,home base,4,4.3130114583333325
plate,"thin, flat sheet",12,4.3130114583333325
plate,for making negatives,12,4.3130114583333325
again,once more,2,4.313523787878788
again,on the other hand,6,4.313523787878788
push,to shove,2,4.315346666666667
push,big effort,6,4.315346666666667
push,energy,8,4.315346666666667
splash,to get water on,2,4.317213124999999
splash,to play in water,2,4.317213124999999
splash,to scatter a liquid,4,4.317213124999999
thing,an object,2,4.317719583333333
things,personal belongings,4,4.317719583333333
things,"clothes, belongings",6,4.317719583333333
things,the situation,12,4.317719583333333
wind,stream of air,2,4.319437083333334
wind,breath,2,4.319437083333334
wind,to tighten watch spring,4,4.319437083333334
wind,gas on stomach,12,4.319437083333334
wind,"empty, useless talk",12,4.319437083333334
winded,out of breath,8,4.319437083333334
winding,turns and twists,4,4.319437083333334
winds,orchestra instruments,10,4.319437083333334
applesauce,a mashed apple dish,2,4.32
applesauce,flattery,10,4.32
smelly,stinky,4,4.32
new,modern,2,4.325429354838709
new,just made,2,4.325429354838709
new,just came here,2,4.325429354838709
new,just started,2,4.325429354838709
spaghetti,food,2,4.33
stinker,a mean person,6,4.33
toothbrush,used for cleaning teeth,2,4.33
sip,drink a little,2,4.3303671875
ladies,women,2,4.344326262626263
lady,a titled woman,2,4.344326262626263
lady,a woman,2,4.344326262626263
lady,a well-behaved woman,4,4.344326262626263
frog,water animal,2,4.344878494623656
frog,a slight hoarseness,4,4.344878494623656
frog,part of railroad track,12,4.344878494623656
who,what person,2,4.348568125
who,the person that,4,4.348568125
bike,bicycle,2,4.350054838709677
put,to place,2,4.351097291666666
putting,hitting golf ball toward the cup,6,4.351097291666666
some,certain ones,2,4.354624375
some,a number of,2,4.354624375
some,a little,2,4.354624375
some,about,6,4.354624375
some,really great,8,4.354624375
some,somewhat,12,4.354624375
today,now,2,4.354772424242423
today,this day,2,4.354772424242423
today,this time in history,6,4.354772424242423
ice,frozen dessert,2,4.360088790322581
ice,frozen water,2,4.360088790322581
ice,diamonds,12,4.360088790322581
chin,part of face,2,4.3604593750000005
chin,pull up on bar,6,4.3604593750000005
chin,to talk,12,4.3604593750000005
asleep,not awake,2,4.362745454545454
asleep,has no feeling,4,4.362745454545454
tongue,part of mouth,2,4.370314583333333
tongue,part of shoe,4,4.370314583333333
tongue,power of speech,6,4.370314583333333
tongue,a language,10,4.370314583333333
tongue,part of wagon,10,4.370314583333333
sand,to smooth down,2,4.371126041666667
sand,fine dry dirt,2,4.371126041666667
sand,nerve,12,4.371126041666667
phone,a telephone,2,4.37255
phone,to call by telephone,2,4.37255
bag,sack,2,4.372975
bag,droop or sag,2,4.372975
bag,purse,2,4.372975
bag,suitcase,4,4.372975
bag,catch or capture,6,4.372975
bag,hang loosely,8,4.372975
bag,unattractive old woman,8,4.372975
bag,number killed,13,4.372975
bagged,caught or captured,6,4.372975
doctor,to try to cure,2,4.3753879797979796
doctor,medical expert,2,4.3753879797979796
doctor,highest college degree,6,4.3753879797979796
doctor,change a document,12,4.3753879797979796
spank,to slap on the rear,4,4.375741935483871
hurt,harmed,2,4.37971185483871
hurt,cause pain,2,4.37971185483871
hurt,to damage other's feelings,2,4.37971185483871
kindergarten,grade for little children,2,4.38
open,not shut,2,4.385054545454546
open,clear,2,4.385054545454546
open,the public may enter,4,4.385054545454546
open,not filled,6,4.385054545454546
open,to begin,6,4.385054545454546
open,out-of-doors,6,4.385054545454546
open,without police interference,10,4.385054545454546
open,to lead into,12,4.385054545454546
open,not decided,12,4.385054545454546
drop,leave the subject,2,4.38543625
drop,length of a fall,2,4.38543625
drop,a sudden fall,2,4.38543625
drop,fall,2,4.38543625
drop,a small amount,4,4.38543625
drop,a small amount of liquid,4,4.38543625
drop,to make lower,4,4.38543625
drop,to knock or shoot down,8,4.38543625
drop,to let out of a car,10,4.38543625
dropping,letting fall,2,4.38543625
drops,liquid medicine,6,4.38543625
truck,car for moving loads,2,4.392029166666667
truck,load mover,2,4.392029166666667
truck,have business with,12,4.392029166666667
truck,vegetables for sale,13,4.392029166666667
truck,rubbish,14,4.392029166666667
ham,smoked pork,2,4.3925859375
ham,to overact,8,4.3925859375
ham,amateur radio operator,10,4.3925859375
ham,an amateur actor,12,4.3925859375
drier,less wet,4,4.397585937500001
drier,removes water,4,4.397585937500001
drier,added to paint,12,4.397585937500001
driest,has the least water,4,4.397585937500001
dry,without water,2,4.397585937500001
dry,thirsty,6,4.397585937500001
dry,not interesting,8,4.397585937500001
dry,quietly clever,12,4.397585937500001
dry,unsweetened,12,4.397585937500001
dry,against liquor sale,12,4.397585937500001
sandwich,bread with spread,2,4.402137373737373
tell,to say to someone,2,4.405991666666666
tell,to let someone know,2,4.405991666666666
tell,"to find out, recognize",12,4.405991666666666
tell,have an effect,12,4.405991666666666
tell,to count,13,4.405991666666666
telling,impressive,10,4.405991666666666
told,spoke about,4,4.405991666666666
room,walled-in space,2,4.4093
room,space,4,4.4093
playpen,pen for a baby,2,4.41
teacher,a school worker,2,4.411538383838384
teacher,trains others,4,4.411538383838384
purple,reddish blue,2,4.4116280808080806
indoors,not outdoors,2,4.4148000000000005
crawl,to go very slowly,2,4.417361290322582
crawl,go on hands and knees,2,4.417361290322582
crawl,swimming stroke,8,4.417361290322582
crawl,to feel creepy,12,4.417361290322582
tiger,large catlike animal,2,4.417934444444444
wrong,not right,2,4.419087096774193
wrong,a sin,4,4.419087096774193
wrong,to treat unfairly,6,4.419087096774193
moon,the earth satellite,2,4.419355913978495
moon,small body in the sky,4,4.419355913978495
moon,gaze dreamily,12,4.419355913978495
moon,a month,13,4.419355913978495
game,a sports match ,2,4.419820430107527
game,a form of play,2,4.419820430107527
game,wild animals,6,4.419820430107527
game,a scheme,10,4.419820430107527
game,lame,12,4.419820430107527
game,"brave, willing",12,4.419820430107527
icky,square,12,4.42
sticker,gummed label,4,4.42
skin,outer covering,2,4.420741666666667
skin,to scrape,4,4.420741666666667
skin,take hide off,4,4.420741666666667
skin,to rob of everything,12,4.420741666666667
skinned,scraped the skin off,4,4.420741666666667
grandfather,parent's dad,2,4.4213000000000005
square,figure with 4 equal sides and angles,4,4.429395833333333
square,public area,4,4.429395833333333
square,carpenter's tool,6,4.429395833333333
square,not up-to-date,8,4.429395833333333
square,settle matters,10,4.429395833333333
square,multiply by itself,12,4.429395833333333
square,honest,12,4.429395833333333
lion,large catlike animal,2,4.43020202020202
lion,famous person,12,4.43020202020202
there,in that place,2,4.43065
there,toward that place,6,4.43065
there,at that point,10,4.43065
mud,wet earth,2,4.4349083333333335
age,years lived,2,4.43799546875
age,time of life,2,4.43799546875
age,to grow old,2,4.43799546875
age,period of history,4,4.43799546875
ages,a long time,6,4.43799546875
ponies,small horses,4,4.43812856060606
pony,small horse,2,4.43812856060606
pony,a translation,14,4.43812856060606
warm,medium hot,2,4.440420215053764
warm,kindly,6,4.440420215053764
warm,exciting,8,4.440420215053764
warm,getting close,8,4.440420215053764
warm,red-orange-yellow shades,12,4.440420215053764
sunshine,"brightness, cheerfulness",2,4.4407
sunshine,the light or rays of the sun,2,4.4407
bell,rings when struck,2,4.44158125
bell,a ringing signal,2,4.44158125
bells,shipboard time,12,4.44158125
boot,high-top shoe,2,4.444533333333333
boot,big kick,8,4.444533333333333
boot,rookie marine,10,4.444533333333333
boot,be of use,12,4.444533333333333
boot,trunk of a car,12,4.444533333333333
boot,given in addition,12,4.444533333333333
boot,to make error,13,4.444533333333333
bottom,the part underneath,2,4.4504571969696975
both,one and the other,2,4.4533178125
bring,carry toward,2,4.454011250000001
brought,carried toward,4,4.454011250000001
fed,gave food,2,4.454499892473118
feed,give food,2,4.454499892473118
feed,food for animals,2,4.454499892473118
feed,a meal,2,4.454499892473118
worm,"soft, legless animal",2,4.4568252419354835
worm,get a secret from,6,4.4568252419354835
worm,to crawl or creep slowly,6,4.4568252419354835
worm,a worthless person,10,4.4568252419354835
worm,get rid of worms,12,4.4568252419354835
worms,a disease,8,4.4568252419354835
than,compared with,4,4.458080645161291
than,except,6,4.458080645161291
lunch,noon meal,2,4.459989247311828
help,aid,2,4.46102546875
help,share the work,4,4.46102546875
help,hired servants,8,4.46102546875
help,to make better,12,4.46102546875
helping,sharing the work,2,4.46102546875
helping,portion of food,10,4.46102546875
myself,me,2,4.464415909090909
road,way between places,2,4.464784375
road,a railway line,4,4.464784375
road,means of reaching,6,4.464784375
dot,a period,2,4.465450000000001
dot,a point,2,4.465450000000001
dot,to be here and there,8,4.465450000000001
dot,bride's money,13,4.465450000000001
peanut,a nut grown underground,2,4.465951515151515
angel,winged spirit,2,4.466361616161616
angel,a good person,2,4.466361616161616
angel,financial backer,13,4.466361616161616
